VARIABLES = "x"
 "y"
 "z"
 "Analytical"
ZONE
  0.000000                    0    0    1.000000 
  0.039493                    0    0    1.000000 
  0.049493                    0    0    0.930157 
  0.059493                    0    0    0.873211 
  0.069493                    0    0    0.825134 
  0.079493                    0    0    0.783532 
  0.089493                    0    0    0.746866 
  0.099493                    0    0    0.714088 
  0.109493                    0    0    0.684451 
  0.119493                    0    0    0.657407 
  0.129493                    0    0    0.632538 
  0.139493                    0    0    0.609519 
  0.149493                    0    0    0.588095 
  0.159493                    0    0    0.568058 
  0.169493                    0    0    0.549241 
  0.179493                    0    0    0.531502 
  0.189493                    0    0    0.514725 
  0.199493                    0    0    0.498812 
  0.209493                    0    0    0.483677 
  0.219493                    0    0    0.469247 
  0.229493                    0    0    0.455461 
  0.239493                    0    0    0.442263 
  0.249493                    0    0    0.429605 
  0.259493                    0    0    0.417444 
  0.269493                    0    0    0.405743 
  0.279493                    0    0    0.394469 
  0.289493                    0    0    0.383591 
  0.299493                    0    0    0.373082 
  0.309493                    0    0    0.362919 
  0.319493                    0    0    0.353079 
  0.329493                    0    0    0.343542 
  0.339493                    0    0    0.334290 
  0.349493                    0    0    0.325307 
  0.359493                    0    0    0.316577 
  0.369493                    0    0    0.308087 
  0.379493                    0    0    0.299823 
  0.389493                    0    0    0.291775 
  0.399493                    0    0    0.283931 
  0.409493                    0    0    0.276280 
  0.419493                    0    0    0.268814 
  0.429493                    0    0    0.261524 
  0.439493                    0    0    0.254402 
  0.449493                    0    0    0.247440 
  0.459493                    0    0    0.240631 
  0.469493                    0    0    0.233969 
  0.479493                    0    0    0.227447 
  0.489493                    0    0    0.221060 
  0.499493                    0    0    0.214802 
  0.509493                    0    0    0.208668 
  0.519493                    0    0    0.202654 
  0.529493                    0    0    0.196754 
  0.539493                    0    0    0.190964 
  0.549493                    0    0    0.185281 
  0.559493                    0    0    0.179700 
  0.569493                    0    0    0.174218 
  0.579493                    0    0    0.168832 
  0.589493                    0    0    0.163537 
  0.599493                    0    0    0.158332 
  0.609493                    0    0    0.153213 
  0.619493                    0    0    0.148177 
  0.629493                    0    0    0.143222 
  0.639493                    0    0    0.138345 
  0.649493                    0    0    0.133543 
  0.659493                    0    0    0.128815 
  0.669493                    0    0    0.124159 
  0.679493                    0    0    0.119571 
  0.689493                    0    0    0.115050 
  0.699493                    0    0    0.110594 
  0.709493                    0    0    0.106202 
  0.719493                    0    0    0.101871 
  0.729493                    0    0    0.097599 
  0.739493                    0    0    0.093386 
  0.749493                    0    0    0.089230 
  0.759493                    0    0    0.085129 
  0.769493                    0    0    0.081081 
  0.779493                    0    0    0.077085 
  0.789493                    0    0    0.073141 
  0.799493                    0    0    0.069246 
  0.809493                    0    0    0.065400 
  0.819493                    0    0    0.061600 
  0.829493                    0    0    0.057847 
  0.839493                    0    0    0.054139 
  0.849493                    0    0    0.050475 
  0.859493                    0    0    0.046853 
  0.869493                    0    0    0.043274 
  0.879493                    0    0    0.039735 
  0.889493                    0    0    0.036237 
  0.899493                    0    0    0.032777 
  0.909493                    0    0    0.029356 
  0.919493                    0    0    0.025972 
  0.929493                    0    0    0.022625 
  0.939493                    0    0    0.019314 
  0.949493                    0    0    0.016037 
  0.959493                    0    0    0.012795 
  0.969493                    0    0    0.009587 
  0.979493                    0    0    0.006412 
  0.989493                    0    0    0.003268 
  0.999493                    0    0    0.000157 
  1.000000					  0    0    0.000000
