VARIABLES = "x"
 "y"
 "z"
 "H+ - P"
 "Cl- - P"
 "Na+ - P"
 "NO3- - P"
ZONE
0.555	0.000	0.000 	9.3208e-006	  1.0508e-004 	9.7224e-005	  1.4606e-006
0.565	0.000	0.000 	8.8868e-006	  1.0484e-004 	9.7351e-005	  1.3905e-006
0.575	0.000	0.000 	8.4735e-006	  1.0461e-004 	9.7474e-005	  1.3306e-006
0.585	0.000	0.000 	8.0802e-006	  1.0439e-004 	9.7593e-005	  1.2797e-006
0.595	0.000	0.000 	7.7058e-006	  1.0417e-004 	9.7708e-005	  1.2364e-006
0.605	0.000	0.000 	7.3497e-006	  1.0396e-004 	9.7818e-005	  1.1998e-006
0.615	0.000	0.000 	7.0110e-006	  1.0376e-004 	9.7925e-005	  1.1689e-006
0.625	0.000	0.000 	6.6890e-006	  1.0357e-004 	9.8027e-005	  1.1428e-006
0.635	0.000	0.000 	6.3829e-006	  1.0338e-004 	9.8125e-005	  1.1208e-006
0.645	0.000	0.000 	6.0922e-006	  1.0320e-004 	9.8219e-005	  1.1024e-006
0.655	0.000	0.000 	5.8161e-006	  1.0303e-004 	9.8310e-005	  1.0869e-006
0.665	0.000	0.000 	5.5540e-006	  1.0287e-004 	9.8396e-005	  1.0740e-006
0.675	0.000	0.000 	5.3054e-006	  1.0272e-004 	9.8478e-005	  1.0632e-006
0.685	0.000	0.000 	5.0696e-006	  1.0257e-004 	9.8557e-005	  1.0541e-006
0.695	0.000	0.000 	4.8462e-006	  1.0243e-004 	9.8632e-005	  1.0465e-006
0.705	0.000	0.000 	4.6346e-006	  1.0229e-004 	9.8704e-005	  1.0402e-006
0.715	0.000	0.000 	4.4343e-006	  1.0217e-004 	9.8772e-005	  1.0349e-006
0.725	0.000	0.000 	4.2448e-006	  1.0205e-004 	9.8837e-005	  1.0305e-006
0.735	0.000	0.000 	4.0658e-006	  1.0193e-004 	9.8899e-005	  1.0267e-006
0.745	0.000	0.000 	3.8968e-006	  1.0183e-004 	9.8957e-005	  1.0236e-006
0.755	0.000	0.000 	3.7374e-006	  1.0172e-004 	9.9013e-005	  1.0209e-006
0.765	0.000	0.000 	3.5871e-006	  1.0163e-004 	9.9065e-005	  1.0187e-006
0.775	0.000	0.000 	3.4457e-006	  1.0154e-004 	9.9115e-005	  1.0168e-006
0.785	0.000	0.000 	3.3128e-006	  1.0145e-004 	9.9161e-005	  1.0152e-006
0.795	0.000	0.000 	3.1881e-006	  1.0137e-004 	9.9205e-005	  1.0138e-006
0.805	0.000	0.000 	3.0712e-006	  1.0130e-004 	9.9247e-005	  1.0126e-006
0.815	0.000	0.000 	2.9619e-006	  1.0123e-004 	9.9286e-005	  1.0115e-006
0.825	0.000	0.000 	2.8599e-006	  1.0117e-004 	9.9322e-005	  1.0106e-006
0.835	0.000	0.000 	2.7650e-006	  1.0111e-004 	9.9356e-005	  1.0098e-006
0.845	0.000	0.000 	2.6768e-006	  1.0105e-004 	9.9387e-005	  1.0091e-006
0.855	0.000	0.000 	2.5952e-006	  1.0100e-004 	9.9416e-005	  1.0085e-006
0.865	0.000	0.000 	2.5200e-006	  1.0095e-004 	9.9444e-005	  1.0080e-006
0.875	0.000	0.000 	2.4510e-006	  1.0091e-004 	9.9468e-005	  1.0075e-006
0.885	0.000	0.000 	2.3879e-006	  1.0087e-004 	9.9491e-005	  1.0071e-006
0.895	0.000	0.000 	2.3307e-006	  1.0083e-004 	9.9512e-005	  1.0067e-006
0.905	0.000	0.000 	2.2791e-006	  1.0080e-004 	9.9530e-005	  1.0064e-006
0.915	0.000	0.000 	2.2331e-006	  1.0077e-004 	9.9547e-005	  1.0061e-006
0.925	0.000	0.000 	2.1925e-006	  1.0074e-004 	9.9562e-005	  1.0058e-006
0.935	0.000	0.000 	2.1572e-006	  1.0072e-004 	9.9575e-005	  1.0056e-006
0.945	0.000	0.000 	2.1272e-006	  1.0070e-004 	9.9585e-005	  1.0054e-006
0.955	0.000	0.000 	2.1022e-006	  1.0068e-004 	9.9595e-005	  1.0053e-006
0.965	0.000	0.000 	2.0824e-006	  1.0067e-004 	9.9602e-005	  1.0052e-006
0.975	0.000	0.000 	2.0675e-006	  1.0066e-004 	9.9607e-005	  1.0051e-006
0.985	0.000	0.000 	2.0577e-006	  1.0066e-004 	9.9611e-005	  1.0050e-006
0.995	0.000	0.000 	2.0527e-006	  1.0065e-004 	9.9613e-005	  1.0050e-006
1.000	0.000	0.000 	1.0000E-006	  1.0000E-004	    1.0000E-004	  1.0000E-006
